,borough,block,lot,cd,ct2010,cb2010,schooldist,council,zipcode,firecomp,policeprct,healtharea,sanitboro,sanitsub,address,zonedist1,bldgclass,landuse,easements,ownertype,ownername,lotarea,bldgarea,comarea,resarea,officearea,retailarea,garagearea,strgearea,factryarea,otherarea,areasource,numbldgs,numfloors,unitsres,unitstotal,lotfront,lotdepth,bldgfront,bldgdepth,ext,proxcode,irrlotcode,lottype,bsmtcode,assessland,assesstot,exempttot,yearbuilt,yearalter1,yearalter2,builtfar,residfar,commfar,facilfar,borocode,bbl,condono,tract2010,xcoord,ycoord,latitude,longitude,zonemap,sanborn,taxmap,GEOID
218,BK,508,40,306,59,2019,15,38,11231,L101,76,4100,3,1D,66 SEABRING STREET,M1-1,F5,6.0,0,,SEABRING REALTY LLC,6028,5950,5950.0,0.0,0.0,0.0,0.0,0.0,5950.0,0.0,2,1,1.0,0,1,60.58,99.5,60.0,99.5,N,0,N,5,0,49050,387000,0,1921,0,0,0.99,0.0,1,2.4,3,3005080040,,59,982219,187553,40.68146615,-74.00732267,16a,301 021,30205,36047005900
219,BK,529,27,306,59,1008,15,38,11231,L101,76,4100,3,1D,282 VAN BRUNT STREET,M2-1,S2,4.0,0,,"BARAKAT, MOHAMMAD",1890,3620,1016.0,2604.0,0.0,1016.0,0.0,0.0,0.0,0.0,2,1,3.0,2,3,21.0,90.0,21.0,62.0,E,3,N,5,2,9360,30480,0,1921,0,0,1.92,0.0,2,0.0,3,3005290027,,59,981393,186977,40.67988494,-74.01030053,16a,301 020,30206,36047005900
220,BK,562,16,306,53,1022,15,38,11231,L131,76,4100,3,1D,150 CENTRE STREET,M1-1,E1,6.0,0,,150 CENTRE STREET LLC,5600,6402,6402.0,0.0,0.0,0.0,0.0,0.0,6402.0,0.0,2,1,2.0,0,1,56.0,100.0,55.0,98.0,N,2,N,5,0,56700,266400,0,1945,0,0,1.14,0.0,1,2.4,3,3005620016,,53,983889,184855,40.67406098,-74.00130142,16a,301 036,30206,36047005300
221,BK,596,44,306,53,1013,15,38,11231,L101,76,4100,3,1D,167 COFFEY STREET,M1-1,B9,1.0,0,,BETTINA MAGI,1667,1824,0.0,1168.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1,2.0,2,2,16.67,100.0,16.67,40.0,N,2,N,5,1,18060,110160,1400,1899,0,0,1.09,0.0,1,2.4,3,3005960044,,53,979747,186061,40.67737004,-74.01623434,16a,301 002,30207,36047005300
222,BK,586,8,306,53,3000,15,38,11231,L101,76,4100,3,1D,187 CONOVER STREET,R5,Z0,1.0,0,,"DDG CONOVER OWNER, LLC",2500,0,,,,,,,,,7,0,0.0,0,0,25.0,100.0,0.0,0.0,,0,N,5,5,11760,11760,0,0,0,0,0.0,1.25,0,2.0,3,3005860008,,53,980165,186052,40.67734554,-74.01472735,16a,301 019,30207,36047005300
223,BK,621,136,306,53,1044,15,38,11231,L131,76,4100,3,1D,726 COURT STREET,M3-1,G1,10.0,0,,"BUCKEYE TERMINALS, LLC",5000,7000,7000.0,0.0,2795.0,0.0,4205.0,0.0,0.0,0.0,2,1,2.0,0,1,50.0,100.0,50.0,80.0,E,0,N,5,0,40500,289800,0,1931,0,0,1.4,0.0,2,0.0,3,3006210136,,53,983505,182994,40.66895293,-74.00268556,16b,301 035,30207,36047005300
224,BK,531,36,306,59,1009,15,38,11231,L101,76,4100,3,1D,90 PIONEER STREET,R5,B9,1.0,0,,"SHOHAM, SHY",1667,1152,0.0,1152.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2,2.0,2,2,16.67,100.0,16.0,37.0,G,3,N,5,2,17100,99360,0,1899,0,0,0.69,1.25,0,2.0,3,3005310036,,59,981561,186397,40.67829302,-74.00969459,16a,301 020,30206,36047005900
225,BK,531,37,306,59,1009,15,38,11231,L101,76,4100,3,1D,92 PIONEER STREET,R5,B1,1.0,0,,"MILLER, RYNE",1667,1482,0.0,960.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1,2.0,2,2,16.67,100.0,16.67,30.0,N,3,N,5,1,16380,117720,0,1899,0,0,0.89,1.25,0,2.0,3,3005310037,,59,981548,186409,40.67832595,-74.00974147,16a,301 020,30206,36047005900
226,BK,531,38,306,59,1009,15,38,11231,L101,76,4100,3,1D,94 PIONEER STREET,R5,B9,1.0,0,,"PEREZ, MARK",1667,1152,0.0,1152.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2,2.0,2,2,16.67,100.0,16.67,30.0,EG,3,N,5,2,17220,100200,1400,1899,0,0,0.69,1.25,0,2.0,3,3005310038,,59,981536,186420,40.67835614,-74.00978473,16a,301 020,30206,36047005900
227,BK,531,39,306,59,1009,15,38,11231,L101,76,4100,3,1D,96 PIONEER STREET,R5,B1,1.0,0,,"WILKINSON, SHEILA A",1667,960,0.0,960.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2,2.0,2,2,16.67,100.0,16.67,30.0,G,3,N,5,2,16500,100200,0,1899,0,0,0.58,1.25,0,2.0,3,3005310039,,59,981523,186431,40.67838633,-74.00983161,16a,301 020,30206,36047005900
228,BK,531,40,306,59,1009,15,38,11231,L101,76,4100,3,1D,98 PIONEER STREET,R5,B1,1.0,0,,"GUERDAT, GEOFF",1667,960,0.0,960.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2,2.0,2,2,16.67,100.0,16.67,30.0,G,3,N,5,2,15300,100200,0,1899,0,0,0.58,1.25,0,2.0,3,3005310040,,59,981511,186442,40.67841652,-74.00987488,16a,301 020,30206,36047005900
229,BK,588,43,306,53,4004,15,38,11231,L101,76,4100,3,1D,48 COFFEY STREET,M1-1,F5,6.0,0,,O'C CONSTURCTION COINC,7500,3650,3650.0,0.0,0.0,0.0,0.0,0.0,3650.0,0.0,2,2,1.0,0,1,175.0,100.0,25.0,80.0,N,2,N,5,0,28350,173250,0,1931,0,0,0.49,0.0,1,2.4,3,3005880043,,53,980979,185171,40.67492773,-74.01179227,16a,301 023,30207,36047005300
230,BK,530,46,306,59,1007,15,38,11231,L101,76,4100,3,1D,98 VISITATION PLACE,R5,C0,2.0,0,,"BRUNO, ACHILLE",2500,2000,0.0,2000.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1,2.0,3,3,25.0,100.0,16.0,63.0,N,1,N,5,2,22380,116880,0,2006,0,0,0.8,1.25,0,2.0,3,3005300046,,59,981550,186756,40.67927839,-74.00973439,16a,301 020,30206,36047005900
231,BK,597,25,306,53,3001,15,38,11231,L101,76,4100,3,1D,414 VAN BRUNT STREET,R5,C7,4.0,0,,KINGS COAST COMPANY,1565,5300,1300.0,4000.0,0.0,1300.0,0.0,0.0,0.0,0.0,2,1,4.0,7,8,24.08,65.0,24.08,52.17,N,0,N,5,2,5400,459900,2330,1925,0,0,3.39,1.25,0,2.0,3,3005970025,,53,980189,185613,40.67614059,-74.01464056,16a,301 019,30207,36047005300
232,BK,546,15,306,53,2007,15,38,11231,L101,76,4100,3,1D, PIONEER STREET,R5,V2,11.0,0,,"FRANK GIULIANO, TRUSTEE",1667,0,,,,,,,,,7,0,0.0,0,0,16.67,100.0,0.0,0.0,,0,N,5,5,15900,15900,0,0,0,0,0.0,1.25,0,2.0,3,3005460015,,53,981268,186446,40.67842742,-74.01075096,16a,301 020,30206,36047005300
233,BK,546,6,306,53,2007,15,38,11231,L101,76,4100,3,1D,299 VAN BRUNT STREET,R5,C0,2.0,0,,RIVERA  JOHN,1575,2040,0.0,2040.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1,3.0,3,3,17.5,90.0,17.5,40.0,N,2,N,5,2,14460,128880,1400,1901,0,0,1.3,1.25,0,2.0,3,3005460006,,53,981168,186491,40.6785509,-74.01111151,16a,301 020,30206,36047005300
234,BK,546,10,306,53,2007,15,38,11231,L101,76,4100,3,1D,291 VAN BRUNT STREET,R5,S9,4.0,0,,"EAST 17TH STREET ASSOCIATES, LLC",1463,3746,1199.0,2547.0,0.0,1199.0,0.0,0.0,0.0,0.0,2,2,3.0,2,4,21.0,69.67,21.0,40.0,E,2,N,3,5,104400,324900,0,1921,0,0,2.56,1.25,0,2.0,3,3005460010,,53,981209,186552,40.67871835,-74.01096372,16a,301 020,30206,36047005300
235,BK,340,28,306,53,1000,15,39,11231,E202,76,4100,3,2C,42 UNION STREET,M2-1,V9,11.0,0,C,PORT AUTHORITY OF NY AND NJ,2383,0,,,,,,,,,7,0,0.0,0,0,23.83,100.0,0.0,0.0,,0,N,5,5,80550,80550,80550,0,0,0,0.0,0.0,2,0.0,3,3003400028,,53,982655,188812,40.68492191,-74.00575099,16a,301 006,30202,36047005300
236,BK,556,117,306,53,2006,15,38,11231,L101,76,4100,3,1D,115 KING STREET,R5,A5,1.0,0,,"MA, SHAN-LYN",1683,2625,0.0,2625.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1,3.0,1,1,16.83,100.0,16.82,52.0,,3,N,5,2,81900,156300,0,2016,0,0,1.56,1.25,0,2.0,3,3005560117,,53,981145,186207,40.67777138,-74.0111943,16a,301 020,30206,36047005300
237,BK,556,40,306,53,2006,15,38,11231,L101,76,4100,3,1D,66 SULLIVAN STREET,R5,C2,2.0,0,,"ESPOSITO, FRANCESCO",2700,4860,0.0,4860.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1,3.0,6,6,27.0,100.0,27.0,60.0,N,0,N,5,5,4950,345600,0,1931,0,0,1.8,1.25,0,2.0,3,3005560040,,53,981122,186090,40.67745023,-74.01127717,16a,301 020,30206,36047005300
238,BK,535,42,306,59,2031,15,38,11231,L131,76,4100,3,1D,WEST 9 STREET,M1-1,G7,10.0,0,,SILVERSTONE REALTY LLC,2000,0,,,,,,,,,7,0,0.0,0,0,20.0,100.0,0.0,0.0,,0,N,5,5,38250,38250,0,0,0,0,0.0,0.0,1,2.4,3,3005350042,,59,983180,185807,40.67667395,-74.00385755,16a,301 029,30206,36047005900
239,BK,588,7501,306,53,4004,15,38,11231,L101,76,4100,3,1D,191A RICHARDS STREET,R5,R6,2.0,0,,UNAVAILABLE OWNER,1900,3018,0.0,3018.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1,3.0,3,3,20.0,95.0,0.0,0.0,,0,N,5,5,1379,20579,6344,2006,0,0,1.59,1.25,0,2.0,3,3005887501,1693.0,53,980875,185332,40.675369599999996,-74.01216728,16a,301 023,30207,36047005300
240,BK,522,8,306,59,1006,15,38,11231,L101,76,4100,3,1D,237 VAN BRUNT STREET,M1-1,G7,10.0,0,,"LEONE, LISAMARIE",2250,0,,,,,,,,,7,0,0.0,0,0,25.0,90.0,0.0,0.0,,0,N,5,5,42750,42750,0,0,0,0,0.0,0.0,1,2.4,3,3005220008,,59,981718,187105,40.68023637,-74.00912883,16a,301 021,30205,36047005900
241,BK,520,23,306,59,2025,15,38,11231,L131,76,4100,3,1D,694 HICKS STREET,M1-1,A9,1.0,0,,LOBSTER BEAR LLC,1901,2604,0.0,2604.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2,2.0,1,1,22.5,84.5,22.5,45.0,N,1,N,3,2,14100,177840,0,1899,0,0,1.37,0.0,1,2.4,3,3005200023,,59,983108,186516,40.67861998,-74.00411725,16a,301 029,30205,36047005900
242,BK,575,19,306,53,2003,15,38,11231,L101,76,4100,3,1D,372 VAN BRUNT STREET,R5,C0,2.0,0,,"ANDRADE, EMIDIO",1500,200,0.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2,1.0,3,3,20.0,75.0,20.0,20.0,N,3,N,5,5,9420,21120,0,1931,0,0,0.13,1.25,0,2.0,3,3005750019,,53,980552,186056,40.67735669,-74.01333213,16a,301 019,30207,36047005300
243,BK,565,7501,306,53,2002,15,38,11231,L101,76,4100,3,1D,362 VAN BRUNT STREET,R5,RM,4.0,0,,362 VAN BRUNT DEVELOPMENT LLC,6750,185192,2408.0,10116.0,0.0,1358.0,0.0,0.0,0.0,1050.0,2,1,4.0,24,28,75.0,90.0,0.0,0.0,,2,N,0,5,92256,1132376,0,0,0,0,27.44,1.25,0,2.0,3,3005657501,4634.0,53,980666,186168,40.67766415,-74.01292120000001,16a,301 020,30206,36047005300
244,BK,575,36,306,53,2003,15,38,11231,L101,76,4100,3,1D,132 DIKEMAN STREET,R5,C2,2.0,0,,132 DIKEMAN STREET LLC,2500,4200,0.0,4200.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1,3.0,5,5,25.0,100.0,25.0,56.0,N,0,N,5,5,101250,359100,0,1931,0,0,1.68,1.25,0,2.0,3,3005750036,,53,980347,186085,40.6774362,-74.01407122,16a,301 019,30207,36047005300
245,BK,574,24,306,53,1010,15,38,11231,L101,76,4100,3,1D,186 CONOVER STREET,M2-1,G7,10.0,0,,RED HOOK JV LLC,10500,800,800.0,0.0,0.0,0.0,0.0,0.0,0.0,800.0,2,1,0.0,0,0,105.0,100.0,0.0,0.0,,0,N,5,5,131400,132300,0,0,0,0,0.08,0.0,2,0.0,3,3005740024,,53,980199,186325,40.67809488,-74.01460494,16a,301 002,30207,36047005300
246,BK,585,45,306,53,1011,15,38,11231,L101,76,4100,3,1D,176 COFFEY STREET,M1-1,C0,2.0,0,,MADISON-RED REALTY LLC,2000,2884,0.0,1892.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1,2.0,3,3,20.0,100.0,20.0,45.42,N,3,N,5,1,22080,145500,0,1899,0,0,1.44,0.0,1,2.4,3,3005850045,,53,979828,186200,40.6777516,-74.01594241,16a,301 002,30207,36047005300
247,BK,585,46,306,53,1011,15,38,11231,L101,76,4100,3,1D,178 COFFEY STREET,M1-1,C0,2.0,0,,178 COFFEY STREET LLC,2000,2884,0.0,1892.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1,2.0,3,3,20.0,100.0,20.0,45.0,N,3,N,5,1,22080,145500,1400,1899,0,0,1.44,0.0,1,2.4,3,3005850046,,53,979814,186213,40.67778728,-74.01599289,16a,301 002,30207,36047005300
248,BK,597,38,306,53,3001,15,38,11231,L101,76,4100,3,1D,144 VAN DYKE STREET,M1-1/R5,E2,6.0,0,,CONOVER DIKE CORP.,9500,3000,3000.0,0.0,0.0,0.0,0.0,0.0,3000.0,0.0,2,1,1.0,0,1,95.0,100.0,30.0,100.0,N,0,N,5,0,96300,164250,0,1931,0,0,0.32,1.25,1,2.0,3,3005970038,,53,979975,185721,40.67643693,-74.01541214,16a,301 019,30207,36047005300
249,BK,603,8,306,53,3002,15,38,11231,L101,76,4100,3,1D,161 VAN DYKE STREET,M1-1/R5,E2,6.0,0,,1161 VAN D LLC,6000,4000,4000.0,0.0,0.0,0.0,0.0,0.0,4000.0,0.0,2,1,2.0,0,1,60.0,100.0,40.0,100.0,N,1,N,5,0,48600,508950,0,1965,0,0,0.67,1.25,1,2.0,3,3006030008,,53,979854,185615,40.67614592,-74.01584829,16a,301 019,30207,36047005300
250,BK,536,3,306,59,2030,15,38,11231,L131,76,4100,3,1D,719 HENRY STREET,R5,C1,2.0,0,,719 HENRY LLC,2117,5000,0.0,5000.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1,4.0,8,8,25.0,84.67,25.0,50.0,N,0,N,5,2,4500,382500,0,1910,0,0,2.36,1.25,0,2.0,3,3005360003,,59,983450,185694,40.67636382,-74.00288414,16a,301 029,30206,36047005900
251,BK,596,47,306,53,1013,15,38,11231,L101,76,4100,3,1D,161 COFFEY STREET,M1-1,A9,1.0,0,,"WARNKE, THOMAS",1667,1536,0.0,1024.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1,2.0,1,1,16.67,100.0,16.67,40.0,N,3,N,5,1,16260,102840,0,1899,0,0,0.92,0.0,1,2.4,3,3005960047,,53,979784,186028,40.67727948,-74.01610093,16a,301 002,30207,36047005300
252,BK,597,1,306,53,3001,15,38,11231,L101,76,4100,3,1D,221 CONOVER STREET,M1-1/R5,S4,4.0,0,,219 CONOVER STREET LLC,3200,7400,2900.0,4500.0,2900.0,0.0,0.0,0.0,0.0,0.0,2,1,3.0,4,5,40.0,80.0,40.0,73.0,N,1,N,3,5,67050,598950,0,2005,0,0,2.31,1.25,1,2.0,3,3005970001,,53,979888,185758,40.67653844,-74.01572581,16a,301 019,30207,36047005300
253,BK,586,34,306,53,3000,15,38,11231,L101,76,4100,3,1D,134 COFFEY STREET,R5,B9,1.0,0,,Nester Ramos,1500,1350,0.0,900.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1,2.0,2,2,15.0,100.0,15.0,30.0,N,2,N,5,1,15300,90540,48480,1899,0,0,0.9,1.25,0,2.0,3,3005860034,,53,980214,185855,40.67680484,-74.01455058,16a,301 019,30207,36047005300
254,BK,586,7,306,53,3000,15,38,11231,L101,76,4100,3,1D,189 CONOVER STREET,R5,F5,6.0,0,,"DDG CONOVER OWNER, LLC",2500,3405,3405.0,0.0,0.0,0.0,0.0,0.0,3405.0,0.0,2,2,3.0,4,5,25.0,100.0,25.0,45.0,N,1,N,5,1,40500,94500,0,1920,0,0,1.36,1.25,0,2.0,3,3005860007,,53,980149,186034,40.67729612,-74.01478502,16a,301 019,30207,36047005300
255,BK,597,7,306,53,3001,15,38,11231,L101,76,4100,3,1D,205 CONOVER STREET,R5,C2,2.0,0,,CONOVER CAPTAINS LLC,5000,1600,0.0,1600.0,0.0,0.0,0.0,0.0,0.0,0.0,2,5,1.0,5,5,50.0,100.0,20.0,20.0,N,0,N,3,5,39600,136800,0,1931,0,0,0.32,1.25,0,2.0,3,3005970007,,53,979966,185865,40.67683217,-74.01544467,16a,301 019,30207,36047005300
256,BK,610,42,306,53,3003,15,38,11231,L101,76,4100,3,1D,26 REED STREET,M1-1/R5,E9,6.0,0,,RALPH BALZANO,2000,2800,2800.0,0.0,800.0,0.0,0.0,2000.0,0.0,0.0,2,1,2.0,0,1,20.0,100.0,20.0,70.0,E,0,N,5,0,16200,138600,0,1931,0,0,1.4,1.25,1,2.0,3,3006100042,,53,979615,185345,40.67540471,-74.01670974,16a,301 011,30207,36047005300
257,BK,610,14,306,53,3003,15,38,11231,L101,76,4100,3,1D,24 REED STREET,M1-1/R5,K5,5.0,0,,BETWEEN THE PIERS INC,16000,3735,3735.0,0.0,0.0,3735.0,0.0,0.0,0.0,0.0,2,1,2.0,0,1,80.0,200.0,31.0,65.0,,1,N,4,0,297900,961650,0,2012,0,0,0.23,1.25,1,2.0,3,3006100014,,53,979686,185350,40.67541847,-74.01645378,16a,301 011,30207,36047005300
258,BK,512,36,306,59,2016,15,38,11231,L101,76,4100,3,1D,362 COLUMBIA STREET,M1-1,C0,2.0,0,,GUDDAHL ROBERT,1548,1932,0.0,1932.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1,3.0,3,3,17.83,86.0,17.83,40.0,N,3,Y,5,2,17220,117480,0,1899,0,0,1.25,0.0,1,2.4,3,3005120036,,59,982711,186910,40.67970136,-74.00554864,16a,301 021,30205,36047005900
259,BK,546,30,306,53,2007,15,38,11231,L101,76,4100,3,1D,91 PIONEER STREET,R5,B9,1.0,0,,"MITNICK, SADIE",1250,1056,0.0,1056.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1,2.0,2,2,16.67,75.0,16.67,30.0,N,3,N,5,2,12840,111300,0,1901,0,0,0.84,1.25,0,2.0,3,3005460030,,53,981462,186289,40.67799655,-74.01005147,16a,301 020,30206,36047005300
260,BK,603,1,306,53,3002,15,38,11231,L101,76,4100,3,1D,233 CONOVER STREET,M1-1/R5,Z9,,0,,TIME WARNER ENTERTAINMENT ADVA,15000,3000,3000.0,0.0,0.0,0.0,0.0,0.0,0.0,3000.0,2,4,0.0,0,1,200.0,100.0,0.0,0.0,N,0,Y,3,0,115650,184500,0,1987,0,0,0.2,1.25,1,2.0,3,3006030001,,53,979771,185629,40.67618431,-74.01614753,16a,301 019,30207,36047005300
261,BK,603,40,306,53,3002,15,38,11231,L101,76,4100,3,1D,172 BEARD STREET,M1-1/R5,A9,1.0,0,,ALLEN GLATTER,1500,1144,0.0,1144.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1,2.0,1,1,20.0,75.0,20.0,25.0,E,3,N,5,2,11700,78900,0,1899,0,0,0.76,1.25,1,2.0,3,3006030040,,53,979764,185543,40.67594825,-74.01617271,16a,301 019,30207,36047005300
262,BK,603,13,306,53,3002,15,38,11231,L101,76,4100,3,1D, VAN DYKE STREET,M1-1/R5,V1,11.0,0,,VAN D OPPORTUNITY LLC,2000,0,,,,,,,,,7,0,0.0,0,0,20.0,100.0,0.0,0.0,,0,N,5,5,100350,100350,0,0,0,0,0.0,1.25,1,2.0,3,3006030013,,53,979915,185561,40.67599774,-74.01562834,16a,301 019,30207,36047005300
263,BK,565,29,306,53,2002,15,38,11231,L101,76,4100,3,1D,118 WOLCOTT STREET,R5,C0,2.0,0,,"HOPKINSON, WENDY",1525,3079,0.0,3079.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1,3.67,3,3,15.25,100.0,15.25,55.0,N,3,N,5,5,19620,162000,0,2004,0,0,2.02,1.25,0,2.0,3,3005650029,,53,980550,186252,40.67789466,-74.01333945,16a,301 020,30206,36047005300
264,BK,556,128,306,53,2006,15,38,11231,L101,76,4100,3,1D,93 KING STREET,R5,A5,1.0,0,,"LUKENS, WHITNEY",1000,1960,0.0,1960.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1,3.0,1,1,20.0,50.0,20.0,50.0,N,3,N,5,5,4920,121980,0,1931,2009,2009,1.96,1.25,0,2.0,3,3005560128,,53,981343,186064,40.67737894,-74.0104804,16a,301 020,30206,36047005300
265,BK,556,121,306,53,2006,15,38,11231,L101,76,4100,3,1D,109 KING STREET,R5,A5,1.0,0,,"CECCALDI, GUILHAUM",2490,2625,0.0,2625.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1,3.0,1,1,24.87,100.0,16.82,52.0,,2,Y,5,2,37380,95880,0,2016,0,0,1.05,1.25,0,2.0,3,3005560121,,53,981198,186160,40.67764239,-74.0110032,16a,301 020,30206,36047005300
266,BK,539,12,306,59,2033,15,38,11231,L131,76,4100,3,1D,60 WEST 9 STREET,R5,A9,1.0,0,,VIVA REALTY LLC,2500,1552,0.0,1552.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1,2.0,1,1,25.0,100.0,20.0,30.0,N,1,N,5,2,24480,123840,0,1901,0,0,0.62,1.25,0,2.0,3,3005390012,,59,983082,185684,40.67633633,-74.00421084,16a,301 028,30206,36047005900
267,BK,578,2,306,53,4002,15,38,11231,L101,76,4100,3,1D,139 DWIGHT STREET,M1-1,B9,1.0,0,,MOHAMAD HASAN,1875,2100,0.0,1400.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1,2.0,2,2,25.0,75.0,20.0,35.0,N,2,N,5,1,11400,112980,0,1899,0,0,1.12,0.0,1,2.4,3,3005780002,,53,981415,185114,40.67477143,-74.01022042,16a,301 024,30207,36047005300
268,BK,577,53,306,53,4003,15,38,11231,L101,76,4100,3,1D,52 DIKEMAN STREET,R5,B9,1.0,0,,52 DIKEMAN STREET LLC,2500,2620,0.0,2620.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1,2.0,2,2,25.0,100.0,25.0,35.25,N,2,N,5,2,17580,174120,0,1899,0,0,1.05,1.25,0,2.0,3,3005770053,,53,981063,185445,40.67567983,-74.01148957,16a,301 024,30207,36047005300
269,BK,573,40,306,53,1006,15,38,11231,L101,76,4100,3,1D, UPPER BAY,M2-1,V1,11.0,0,,CONTINENTAL TERMINALS INC,2660,0,,,,,,,,,7,0,0.0,0,0,32.17,1.0,0.0,0.0,,0,Y,5,5,118350,118350,0,0,0,0,0.0,0.0,2,0.0,3,3005730040,,53,979317,187242,40.68061139,-74.01778546,16a,301 002,30207,36047005300
270,BK,587,10,306,53,3004,15,38,11231,L101,76,4100,3,1D,365 VAN BRUNT STREET,R5,S2,4.0,0,,"365 VAN BRUNT STREET, LLC",1000,2880,960.0,1920.0,0.0,960.0,0.0,0.0,0.0,0.0,2,1,3.0,2,3,23.67,42.25,23.67,40.0,N,2,N,3,2,12180,102000,1400,1899,0,0,2.88,1.25,0,2.0,3,3005870010,,53,980504,185784,40.67661009,-74.01350503,16a,301 019,30207,36047005300
271,BK,552,3,306,53,1023,15,38,11231,L131,76,4100,3,1D,603 CLINTON STREET,R5,K1,5.0,0,,ASJN REALTY LLC,4500,4590,4590.0,0.0,1170.0,3420.0,0.0,0.0,0.0,0.0,2,1,1.0,0,3,50.0,90.0,51.0,90.0,N,2,N,5,0,101250,275850,0,1941,0,0,1.02,1.25,0,2.0,3,3005520003,,53,983815,185067,40.67464287,-74.00156821,16a,301 037,30206,36047005300
272,BK,340,1,306,53,1000,15,39,11231,E202,76,4100,3,2C, HAMILTON AVENUE,M2-1,V1,11.0,0,C,PORT AUTHORITY OF NY AND NJ,1500,0,,,,,,,,,7,0,0.0,0,0,18.92,22.0,0.0,0.0,,0,N,3,5,85950,85950,85950,0,0,0,0.0,0.0,2,0.0,3,3003400001,,53,982425,188765,40.68479286,-74.00658027,16a,301 006,30202,36047005300
273,BK,520,40,306,59,2025,15,38,11231,L131,76,4100,3,1D, NELSON STREET,M1-1,V1,11.0,0,,"700 HICKS REALTY, LLC",2500,0,,,,,,,,,7,0,0.0,0,0,25.0,100.0,0.0,0.0,,0,N,5,5,78750,78750,0,0,0,0,0.0,0.0,1,2.4,3,3005200040,,59,982837,186464,40.67847721,-74.00509427,16a,301 029,30205,36047005900
274,BK,536,105,306,59,2030,15,38,11231,L131,76,4100,3,1D, HENRY STREET,R5,V0,11.0,0,,HUNTINGTON ST. HOLDING LLC,308,0,,,,,,,,,7,0,0.0,0,0,12.33,25.0,0.0,0.0,,0,N,5,5,120,120,0,0,0,0,0.0,1.25,0,2.0,3,3005360105,,59,983505,185728,40.67645714,-74.00268586,16a,301 029,30206,36047005900
275,BK,600,19,306,53,4008,15,38,11231,L101,76,4100,3,1D, OTSEGO STREET,M1-1,V9,11.0,0,,TALULLA REALTY INC,3500,0,,,,,,,,,7,0,0.0,0,0,66.08,75.0,0.0,0.0,,0,Y,5,5,92700,92700,0,0,0,0,0.0,0.0,1,2.4,3,3006000019,,53,981280,184588,40.67332763,-74.01070688,16a,301 023,30207,36047005300
276,BK,606,10,306,53,4007,15,38,11231,L101,76,4100,3,1D, VAN DYKE STREET,M1-1,G7,10.0,0,,"FERRIS STREET ASSOCIATES, INC.",2500,0,,,,,,,,,7,0,0.0,0,0,25.0,100.0,0.0,0.0,,0,N,5,5,48600,48600,0,0,0,0,0.0,0.0,1,2.4,3,3006060010,,53,981027,184568,40.67327265,-74.01161894,16a,301 023,30207,36047005300
277,BK,587,8,306,53,3004,15,38,11231,L101,76,4100,3,1D,367 VAN BRUNT STREET,R5,E2,6.0,0,,"365 VAN BRUNT STREET, LLC",1211,2200,2200.0,0.0,0.0,0.0,0.0,2200.0,0.0,0.0,2,1,2.0,0,1,26.33,46.0,26.33,46.0,N,2,N,5,2,18900,110700,0,1993,0,0,1.82,1.25,0,2.0,3,3005870008,,53,980488,185763,40.67655244,-74.0135627,16a,301 019,30207,36047005300
278,BK,587,11,306,53,3004,15,38,11231,L101,76,4100,3,1D,99 DIKEMAN STREET,R5,B2,1.0,0,,WILLIAM MURPHY,1250,1500,0.0,1500.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1,2.0,2,2,25.0,50.0,25.0,20.0,N,2,N,5,2,10680,103200,0,1899,0,0,1.2,1.25,0,2.0,3,3005870011,,53,980538,185736,40.67647835,-74.01338243,16a,301 019,30207,36047005300
